flow_bpd,power
0.387677,0.120423
1.05978,0.120423
1.73188,0.120423
2.40398,0.120423
3.07609,0.120423
3.74819,0.120423
4.42029,0.120423
5.0924,0.120752
5.7645,0.120752
6.4366,0.120752
7.1087,0.120752
7.78081,0.120752
8.45291,0.121082
9.12501,0.121082
9.79711,0.121082
10.4692,0.121082
11.1413,0.121082
11.8134,0.121082
12.4855,0.121082
13.1576,0.121082
13.8297,0.121082
14.5018,0.121082
15.1739,0.121082
15.846,0.121082
16.5181,0.121082
17.1902,0.121412
17.8623,0.121412
18.5344,0.121412
19.2066,0.121412
19.8787,0.121412
20.5508,0.121742
21.2229,0.121742
21.895,0.121742
22.5671,0.121742
23.2392,0.121742
23.9113,0.121742
24.5834,0.121742
25.2555,0.121742
25.9276,0.121742
26.5997,0.121742
27.2718,0.121742
27.9439,0.121742
28.616,0.121742
29.2881,0.121742
29.9602,0.121742
30.6323,0.121742
31.3044,0.121742
31.9765,0.121742
32.6486,0.121742
33.3207,0.121742
33.9928,0.121742
34.6649,0.122072
35.337,0.122072
36.0091,0.122072
36.6812,0.122072
37.3533,0.122072
38.0254,0.122072
38.6975,0.122072
39.3696,0.122072
40.0417,0.122402
40.7138,0.122402
41.3859,0.122402
42.058,0.122402
42.7301,0.122402
43.4022,0.122402
44.0744,0.122402
44.7465,0.122402
45.4186,0.122402
46.0907,0.122402
46.7628,0.122402
47.4349,0.122402
48.107,0.122402
48.7791,0.122402
49.4512,0.122402
50.1233,0.122402
50.7954,0.122402
51.4675,0.122402
52.1396,0.122402
52.8117,0.122402
53.4838,0.122402
54.1559,0.122402
54.828,0.122402
55.5001,0.122402
56.1722,0.122402
56.8443,0.122402
57.5164,0.122402
58.1885,0.122402
58.8606,0.122402
59.5327,0.122732
60.2048,0.122402
60.8769,0.122402
61.549,0.122402
62.2211,0.122402
62.8932,0.122402
63.5653,0.122732
64.2374,0.122732
64.9095,0.122732
65.5816,0.122732
66.2537,0.122732
66.9258,0.122732
67.5979,0.122732
68.27,0.122732
68.9421,0.122732
69.6143,0.122732
70.2864,0.122732
70.9585,0.122732
71.6306,0.122732
72.3027,0.122732
72.9748,0.122732
73.6469,0.122732
74.319,0.122732
74.9911,0.122732
75.6632,0.122732
76.3353,0.122732
77.0074,0.122732
77.6795,0.122732
78.3516,0.122732
79.0237,0.122732
79.6958,0.122732
80.3679,0.123062
81.04,0.123062
81.7121,0.123062
82.3842,0.123062
83.0563,0.123062
83.7284,0.123062
84.4005,0.123062
85.0726,0.123392
85.7447,0.124052
88.4331,0.122072
89.1052,0.122402
89.7773,0.122732
90.4494,0.123062
91.1215,0.123062
91.7936,0.123062
92.4657,0.123062
93.1378,0.123062
93.8099,0.123062
94.4821,0.123062
95.1542,0.123062
95.8263,0.123062
96.4984,0.123062
97.1705,0.123062
97.8426,0.123062
98.5147,0.123062
99.1868,0.123062
99.8589,0.123062
100.531,0.123062
101.203,0.123062
101.875,0.123062
102.547,0.123062
103.219,0.123062
103.891,0.123062
104.564,0.123062
105.236,0.123062
105.908,0.123062
106.58,0.123062
107.252,0.123062
107.924,0.123062
108.596,0.123062
109.268,0.123062
109.94,0.123062
110.613,0.123062
111.285,0.123062
111.957,0.123062
112.629,0.123062
113.301,0.123062
113.973,0.123062
114.645,0.123062
115.317,0.123062
115.989,0.123062
116.661,0.123062
117.334,0.123062
118.006,0.123062
118.678,0.123062
119.35,0.123062
120.022,0.123062
120.694,0.123062
121.366,0.123062
122.038,0.123062
122.71,0.123062
123.382,0.123062
124.055,0.123062
124.727,0.123062
125.399,0.123062
126.071,0.123062
126.743,0.123062
127.415,0.123062
128.087,0.123062
128.759,0.123062
129.431,0.123062
130.103,0.123062
130.776,0.123062
131.448,0.123062
132.12,0.123062
132.792,0.123062
133.464,0.123062
134.136,0.123062
134.808,0.123062
135.48,0.123062
136.152,0.123062
136.825,0.123062
137.497,0.123062
138.169,0.123062
138.841,0.123062
139.513,0.123062
140.185,0.123062
140.857,0.123062
141.529,0.123062
142.201,0.123062
142.873,0.123062
143.546,0.123062
144.218,0.123062
144.89,0.123062
145.562,0.123062
146.234,0.123062
146.906,0.123062
147.578,0.123062
148.25,0.123062
148.922,0.123062
149.594,0.123062
150.267,0.123062
150.939,0.123062
151.611,0.123062
152.283,0.123062
152.955,0.123062
153.627,0.123062
154.299,0.123062
154.971,0.123062
155.643,0.123062
156.315,0.123062
156.988,0.123062
157.66,0.123062
158.332,0.123062
159.004,0.123062
159.676,0.123062
160.348,0.123062
161.02,0.123062
161.692,0.123062
162.364,0.123062
163.037,0.123062
163.709,0.123062
164.381,0.123062
165.053,0.123062
165.725,0.123062
166.397,0.123062
167.069,0.123062
167.741,0.123062
168.413,0.123062
169.085,0.123062
169.758,0.123062
170.43,0.123062
171.102,0.123062
171.774,0.123062
172.446,0.123062
173.118,0.123062
173.79,0.123062
174.462,0.123062
175.134,0.123062
175.806,0.123062
176.479,0.123062
177.151,0.123062
177.823,0.123062
178.495,0.123062
179.167,0.123062
179.839,0.123062
180.511,0.123062
181.183,0.123062
181.855,0.123062
182.528,0.123062
183.2,0.123062
183.872,0.123062
184.544,0.123062
185.216,0.123062
185.888,0.123062
186.56,0.123062
187.232,0.123062
187.904,0.123062
188.576,0.123062
189.249,0.123062
189.921,0.123062
190.593,0.123062
191.265,0.123062
191.937,0.123062
192.609,0.123062
193.281,0.123062
193.953,0.123062
194.625,0.123062
195.297,0.123062
195.97,0.123062
196.642,0.123062
197.314,0.123062
197.986,0.123062
198.658,0.122732
199.33,0.123062
200.002,0.123062
200.674,0.123062
201.346,0.123062
202.018,0.123062
202.691,0.123062
203.363,0.123062
204.035,0.123062
204.707,0.123062
205.379,0.123062
206.051,0.123062
206.723,0.123062
207.395,0.123062
208.067,0.123062
208.74,0.123062
209.412,0.123062
210.084,0.123062
210.756,0.123062
211.428,0.123062
212.1,0.123062
212.772,0.123062
213.444,0.123062
214.116,0.123062
214.788,0.123062
215.461,0.123062
216.133,0.123062
216.805,0.123062
217.477,0.123062
218.149,0.123062
218.821,0.123062
219.493,0.123062
220.165,0.123062
220.837,0.123062
221.509,0.123062
222.182,0.123062
222.854,0.123062
223.526,0.123062
224.198,0.123062
224.87,0.123062
225.542,0.123062
226.214,0.123062
226.886,0.123062
227.558,0.123062
228.23,0.123062
228.903,0.123062
229.575,0.123062
230.247,0.123062
230.919,0.123062
231.591,0.123062
232.263,0.123062
232.935,0.123062
233.607,0.123062
234.279,0.123062
234.952,0.123062
235.624,0.123062
236.296,0.123062
236.968,0.123062
237.64,0.123062
238.312,0.123062
238.984,0.123062
239.656,0.123062
240.328,0.123062
241,0.123062
241.673,0.123062
242.345,0.123062
243.017,0.123062
243.689,0.123062
244.361,0.123062
245.033,0.123062
245.705,0.123062
246.377,0.123062
247.049,0.123062
247.721,0.123062
248.394,0.123062
249.066,0.123062
249.738,0.123062
250.41,0.123062
251.082,0.123062
251.754,0.123062
252.426,0.123062
253.098,0.123062
253.77,0.123062
254.442,0.123062
255.115,0.123062
255.787,0.123062
256.459,0.123062
257.131,0.123062
257.803,0.123062
258.475,0.123392
259.147,0.123062
259.819,0.123062
260.491,0.123062
261.164,0.123062
261.836,0.123062
262.508,0.123392
263.18,0.123392
263.852,0.123392
264.524,0.123392
265.196,0.123392
265.868,0.123392
266.54,0.123392
267.212,0.123392
267.885,0.123392
268.557,0.123392
269.229,0.123392
269.901,0.123392
270.573,0.123392
271.245,0.123392
271.917,0.123392
272.589,0.123392
273.261,0.123392
273.933,0.123392
274.606,0.123392
275.278,0.123392
275.95,0.123392
276.622,0.123392
277.294,0.123392
277.966,0.123392
278.638,0.123722
279.31,0.123722
279.982,0.123722
280.654,0.123722
281.327,0.123722
281.999,0.123722
282.671,0.123722
283.343,0.123722
284.015,0.123722
284.687,0.123722
285.359,0.123722
286.031,0.123722
286.703,0.123722
287.376,0.123722
288.048,0.123722
288.72,0.123722
289.392,0.123722
290.064,0.123722
290.736,0.123722
291.408,0.123722
292.08,0.123722
292.752,0.123722
293.424,0.123722
294.097,0.123722
294.769,0.123722
295.441,0.123722
296.113,0.123722
296.785,0.123722
297.457,0.123722
298.129,0.123722
298.801,0.123722
299.473,0.123722
300.145,0.123722
300.818,0.123722
301.49,0.123722
302.162,0.123722
302.834,0.123722
303.506,0.123722
304.178,0.123722
304.85,0.123722
305.522,0.123722
306.194,0.123722
306.866,0.123722
307.539,0.123722
308.211,0.123722
308.883,0.123722
309.555,0.123722
310.227,0.124052
310.899,0.124052
311.571,0.124052
312.243,0.124052
312.915,0.124052
313.588,0.124052
314.26,0.124052
314.932,0.124052
315.604,0.124052
316.276,0.124052
316.948,0.124052
317.62,0.124052
318.292,0.124382
318.964,0.124382
319.636,0.124382
320.309,0.124382
320.981,0.124382
321.653,0.124382
322.325,0.124382
322.997,0.124382
323.669,0.124382
324.341,0.124382
325.013,0.124382
325.685,0.124382
326.357,0.124382
327.03,0.124382
327.702,0.124382
328.374,0.124382
329.046,0.124382
329.718,0.124382
330.39,0.124382
331.062,0.124382
331.734,0.124382
332.406,0.124382
333.079,0.124382
333.751,0.124382
334.423,0.124382
335.095,0.124382
335.767,0.124382
336.439,0.124382
337.111,0.124382
337.783,0.124712
338.455,0.124382
339.127,0.124712
339.8,0.124712
340.472,0.124712
341.144,0.124712
341.816,0.124712
342.488,0.124712
343.16,0.124712
343.832,0.124712
344.504,0.124712
345.176,0.125041
345.848,0.125041
346.521,0.125041
347.193,0.125041
347.865,0.125041
348.537,0.125041
349.209,0.125041
349.881,0.125041
350.553,0.125041
351.225,0.125041
351.897,0.125041
352.569,0.125041
353.242,0.125041
353.914,0.125041
354.586,0.125041
355.258,0.125041
355.93,0.125041
356.602,0.125041
357.274,0.125041
357.946,0.125371
358.618,0.125041
359.291,0.125371
359.963,0.125371
360.635,0.125371
361.307,0.125371
361.979,0.125371
362.651,0.125371
363.323,0.125371
363.995,0.125371
364.667,0.125701
365.339,0.125701
366.012,0.125701
366.684,0.125701
367.356,0.125701
368.028,0.125701
368.7,0.125701
369.372,0.125701
370.044,0.125701
370.716,0.125701
371.388,0.125701
372.06,0.125701
372.733,0.125701
373.405,0.125701
374.077,0.125701
374.749,0.125701
375.421,0.125701
376.093,0.125701
376.765,0.125701
377.437,0.126031
378.109,0.125701
378.781,0.125701
379.454,0.125701
380.126,0.126031
380.798,0.126031
381.47,0.126031
382.142,0.126031
382.814,0.126031
383.486,0.126031
384.158,0.126031
384.83,0.126031
385.503,0.126031
386.175,0.126031
386.847,0.126031
387.519,0.126031
388.191,0.126361
388.863,0.126361
389.535,0.126361
390.207,0.126361
390.879,0.126361
391.551,0.126361
392.224,0.126361
392.896,0.126361
393.568,0.126361
394.24,0.126361
394.912,0.126361
395.584,0.126361
396.256,0.126361
396.928,0.126361
397.6,0.126361
398.272,0.126361
398.945,0.126361
399.617,0.126361
400.289,0.126361
400.961,0.126361
401.633,0.126361
402.305,0.126361
402.977,0.126361
403.649,0.126691
404.321,0.126691
404.993,0.126691
405.666,0.126691
406.338,0.126691
407.01,0.126691
407.682,0.126691
408.354,0.127021
409.026,0.127021
409.698,0.127021
410.37,0.127021
411.042,0.127021
411.715,0.127021
412.387,0.127021
413.059,0.127021
413.731,0.127021
414.403,0.127021
415.075,0.127021
415.747,0.127021
416.419,0.127021
417.091,0.127021
417.763,0.127351
418.436,0.127021
419.108,0.127351
419.78,0.127351
420.452,0.127351
421.124,0.127351
421.796,0.127351
422.468,0.127351
423.14,0.127351
