flow_bpd,power
134.244,99.7784
275.681,99.7784
417.118,99.7784
558.555,100.763
699.992,100.763
841.429,100.763
982.866,100.763
1124.3,100.763
1265.74,101.747
1407.18,101.747
1548.61,102.731
1690.05,102.731
1831.49,102.731
1972.92,102.731
2114.36,102.731
2255.8,102.731
2397.24,103.715
2538.67,103.715
2680.11,103.715
2821.55,104.699
2962.98,104.699
3104.42,104.699
3245.86,104.699
3387.29,104.699
3528.73,104.699
3670.17,104.699
3811.61,105.683
3953.04,105.683
4094.48,105.683
4235.92,105.683
4377.35,106.667
4518.79,106.667
4660.23,106.667
4801.66,106.667
4943.1,106.667
5084.54,107.652
5225.97,107.652
5367.41,107.652
5508.85,107.652
5650.29,108.636
5791.72,108.636
5933.16,108.636
6074.6,108.636
6216.03,108.636
6357.47,109.62
6498.91,108.636
6640.34,109.62
6781.78,109.62
6923.22,109.62
7064.66,109.62
7206.09,110.604
7347.53,110.604
7488.97,110.604
7630.4,110.604
7771.84,110.604
7913.28,110.604
8054.71,110.604
8196.15,110.604
8337.59,111.588
8479.03,111.588
8620.46,111.588
8761.9,111.588
8903.34,111.588
9044.77,111.588
9186.21,111.588
9327.65,112.572
9469.08,112.572
9610.52,112.572
9751.96,112.572
9893.39,112.572
10034.8,112.572
10176.3,112.572
10317.7,112.572
10459.1,112.572
10600.6,112.572
10742,112.572
10883.5,112.572
11024.9,112.572
11166.3,113.557
11307.8,113.557
11449.2,113.557
11590.6,113.557
11732.1,114.541
11873.5,114.541
12014.9,114.541
12156.4,114.541
12297.8,114.541
12439.3,114.541
12580.7,114.541
12722.1,115.525
12863.6,114.541
13005,114.541
13146.4,114.541
13287.9,115.525
13429.3,115.525
13570.8,115.525
13712.2,115.525
13853.6,115.525
13995.1,115.525
14136.5,115.525
14277.9,115.525
14419.4,115.525
14560.8,115.525
14702.3,115.525
14843.7,115.525
14985.1,116.509
15126.6,116.509
15268,116.509
15409.4,116.509
15550.9,116.509
15692.3,116.509
15833.7,116.509
15975.2,116.509
16116.6,116.509
16258.1,116.509
16399.5,116.509
16540.9,117.493
16682.4,117.493
16823.8,117.493
16965.2,117.493
17106.7,117.493
17248.1,117.493
17389.6,117.493
17531,117.493
17672.4,118.477
17813.9,118.477
17955.3,118.477
18096.7,118.477
18238.2,118.477
18379.6,118.477
18521,118.477
18662.5,118.477
18803.9,118.477
18945.4,118.477
19086.8,118.477
19228.2,118.477
19369.7,118.477
19511.1,118.477
19652.5,118.477
19794,118.477
19935.4,118.477
20076.9,118.477
20218.3,118.477
20359.7,118.477
20501.2,118.477
20642.6,119.461
20784,119.461
20925.5,119.461
21066.9,119.461
21208.4,119.461
21349.8,119.461
21491.2,119.461
21632.7,119.461
21774.1,120.446
