flow_bpd,eff
31.7655,0.27509
87.0524,0.721363
142.339,1.16764
197.626,1.61391
252.913,2.28332
308.2,2.72959
363.487,3.28743
418.774,3.84527
474.06,4.29155
529.347,4.84939
584.634,5.40723
639.921,5.8535
695.208,6.41134
750.495,6.96918
805.782,7.41546
861.069,7.9733
916.355,8.53114
971.642,8.97741
1026.93,9.64682
1082.22,10.0931
1137.5,10.5394
1192.79,11.0972
1248.08,11.655
1303.36,12.1013
1358.65,12.5476
1413.94,13.1054
1469.22,13.5517
1524.51,14.1095
1579.8,14.5558
1635.08,15.0021
1690.37,15.5599
1745.66,16.0062
1800.95,16.5641
1856.23,17.0103
1911.52,17.4566
1966.81,18.0144
2022.09,18.4607
2077.38,18.907
2132.67,19.3533
2187.95,19.7995
2243.24,20.2458
2298.53,20.6921
2353.81,21.1383
2409.1,21.6962
2464.39,22.1425
2519.67,22.5887
2574.96,23.035
2630.25,23.4813
2685.54,23.9276
2740.82,24.2623
2796.11,24.7085
2851.4,25.1548
2906.68,25.6011
2961.97,26.0473
3017.26,26.4936
3072.54,26.9399
3127.83,27.3862
3183.12,27.7209
3238.4,28.0556
3293.69,28.5018
3348.98,28.9481
3404.26,29.3944
3459.55,29.7291
3514.84,30.0638
3570.13,30.5101
3625.41,30.9564
3680.7,31.2911
3735.99,31.6258
3791.27,32.072
3846.56,32.5183
3901.85,32.853
3957.13,33.1877
4012.42,33.5224
4067.71,33.8571
4122.99,34.1918
4178.28,34.6381
4233.57,34.9728
4288.85,35.3075
4344.14,35.6422
4399.43,35.9769
4454.72,36.3116
4510,36.6463
4565.29,36.981
4620.58,37.3157
4675.86,37.6504
4731.15,37.9851
4786.44,38.2083
4841.72,38.6546
4897.01,38.8777
4952.3,39.2124
5007.58,39.5471
5062.87,39.8818
5118.16,40.2165
5173.44,40.4396
5228.73,40.8859
5284.02,41.1091
5339.31,41.3322
5394.59,41.5553
5449.88,42.0016
5505.17,42.2247
5560.45,42.4479
5615.74,42.671
5671.03,43.1173
5726.31,43.3404
5781.6,43.5636
5836.89,43.7867
5892.17,44.233
5947.46,44.4561
6002.75,44.6792
6058.03,44.9024
6113.32,45.1255
6168.61,45.3487
6223.9,45.6834
6279.18,45.9065
6334.47,46.2412
6389.76,46.4643
6445.04,46.6875
6500.33,46.9106
6555.62,47.1337
6610.9,47.3569
6666.19,47.58
6721.48,47.8032
6776.76,48.0263
6832.05,48.2494
6887.34,48.4726
6942.62,48.6957
6997.91,48.9188
7053.2,49.142
7108.49,49.3651
7163.77,49.5882
7219.06,49.8114
7274.35,50.0345
7329.63,50.2577
7384.92,50.4808
7440.21,50.7039
7495.49,50.9271
7550.78,51.0386
7606.07,51.2618
7661.35,51.4849
7716.64,51.708
7771.93,51.9312
7827.21,52.0427
7882.5,52.2659
7937.79,52.489
7993.08,52.6006
8048.36,52.8237
8103.65,53.0469
8158.94,53.1584
8214.22,53.3816
8269.51,53.4931
8324.8,53.7163
8380.08,53.9394
8435.37,54.051
8490.66,54.2741
8545.94,54.3857
8601.23,54.6088
8656.52,54.8319
8711.8,54.9435
8767.09,55.0551
8822.38,55.2782
8877.67,55.3898
8932.95,55.6129
8988.24,55.7245
9043.53,55.9476
9098.81,56.0592
9154.1,56.1708
9209.39,56.3939
9264.67,56.617
9319.96,56.617
9375.25,56.8402
9430.53,57.0633
9485.82,57.0633
9541.11,57.2865
9596.39,57.5096
9651.68,57.5096
9706.97,57.7327
9762.26,57.9559
9817.54,57.9559
9872.83,58.179
9928.12,58.2906
9983.4,58.4021
10038.7,58.6253
10094,58.6253
10149.3,58.8484
10204.6,59.0715
10259.8,59.0715
10315.1,59.2947
10370.4,59.4062
10425.7,59.5178
10481,59.741
10536.3,59.741
10591.6,59.9641
10646.8,59.9641
10702.1,60.1872
10757.4,60.2988
10812.7,60.4104
10868,60.6335
10923.3,60.6335
10978.6,60.8566
11033.9,60.8566
11089.1,61.0798
11144.4,61.0798
11199.7,61.3029
11255,61.3029
11310.3,61.526
11365.6,61.6376
11420.9,61.7492
11476.1,61.8607
11531.4,61.9723
11586.7,62.0839
11642,62.1955
11697.3,62.307
11752.6,62.4186
11807.9,62.6417
11863.2,62.6417
11918.4,62.8649
11973.7,62.8649
12029,62.9764
12084.3,63.088
12139.6,63.1996
12194.9,63.3111
12250.2,63.3111
12305.5,63.5343
12360.7,63.5343
12416,63.7574
12471.3,63.7574
12526.6,63.9805
12581.9,63.9805
12637.2,64.2037
12692.5,64.2037
12747.7,64.4268
12803,64.4268
12858.3,64.4268
12913.6,64.65
12968.9,64.65
13024.2,64.8731
13079.5,64.8731
13134.8,65.0962
13190,65.0962
13245.3,65.2078
13300.6,65.3194
13355.9,65.3194
13411.2,65.5425
13466.5,65.5425
13521.8,65.7656
13577,65.7656
13632.3,65.8772
13687.6,65.9888
13742.9,65.9888
13798.2,66.2119
13853.5,66.2119
13908.8,66.2119
13964.1,66.435
14019.3,66.435
14074.6,66.6582
14129.9,66.6582
14185.2,66.6582
14240.5,66.8813
14295.8,66.8813
14351.1,67.1045
14406.4,67.1045
14461.6,67.1045
14516.9,67.3276
14572.2,67.3276
14627.5,67.3276
14682.8,67.5507
14738.1,67.5507
14793.4,67.5507
14848.6,67.7739
14903.9,67.7739
14959.2,67.7739
15014.5,67.997
15069.8,67.997
15125.1,67.997
15180.4,68.2201
15235.7,68.2201
15290.9,68.2201
15346.2,68.4433
15401.5,68.4433
15456.8,68.4433
15512.1,68.6664
15567.4,68.6664
15622.7,68.6664
15678,68.8895
15733.2,68.8895
15788.5,68.8895
15843.8,69.1127
15899.1,69.1127
15954.4,69.1127
16009.7,69.2242
16065,69.3358
16120.2,69.3358
16175.5,69.3358
16230.8,69.559
16286.1,69.559
16341.4,69.559
16396.7,69.7821
16452,69.7821
16507.3,69.7821
16562.5,69.7821
16617.8,70.0052
16673.1,70.0052
16728.4,70.0052
16783.7,70.0052
16839,70.2284
16894.3,70.2284
16949.5,70.2284
17004.8,70.2284
17060.1,70.4515
17115.4,70.4515
17170.7,70.4515
17226,70.4515
17281.3,70.5631
17336.6,70.6746
17391.8,70.6746
17447.1,70.6746
17502.4,70.6746
17557.7,70.8978
17613,70.8978
17668.3,70.8978
