flow_bpd,power
-0.301554,0.219366
1.38743,0.218543
3.07642,0.218543
4.76541,0.218543
6.4544,0.218543
8.14339,0.218543
9.83237,0.218543
11.5214,0.218543
13.2103,0.218543
14.8993,0.218543
16.5883,0.218543
18.2773,0.218543
19.9663,0.218543
21.6553,0.218543
23.3443,0.218543
25.0333,0.218543
26.7223,0.218543
28.4112,0.218543
30.1002,0.218543
31.7892,0.218543
33.4782,0.218543
35.1672,0.218543
36.8562,0.218543
84.1478,0.219366
85.8368,0.220188
87.5258,0.220188
89.2148,0.220188
90.9038,0.220188
92.5928,0.220188
94.2818,0.220188
95.9708,0.220188
97.6597,0.220188
99.3487,0.220188
101.038,0.220188
102.727,0.220188
104.416,0.220188
106.105,0.220188
107.794,0.220188
109.483,0.220188
111.172,0.220188
112.861,0.220188
114.55,0.220188
116.239,0.220188
117.928,0.220188
119.617,0.220188
121.306,0.220188
122.995,0.220188
124.684,0.220188
126.373,0.221011
128.062,0.221011
129.751,0.221011
131.44,0.221011
133.128,0.221011
134.817,0.221011
136.506,0.221011
138.195,0.221011
139.884,0.221833
141.573,0.221833
143.262,0.221833
144.951,0.221833
146.64,0.221833
148.329,0.221833
150.018,0.221833
151.707,0.222656
158.463,0.221833
160.152,0.221833
161.841,0.221833
163.53,0.221833
165.219,0.222656
166.908,0.222656
168.597,0.222656
170.286,0.223478
171.975,0.223478
173.664,0.223478
175.353,0.223478
177.042,0.223478
178.731,0.223478
180.42,0.223478
182.109,0.223478
183.798,0.223478
185.487,0.223478
187.176,0.223478
188.865,0.223478
190.554,0.223478
192.243,0.224301
193.932,0.224301
195.621,0.225123
197.31,0.224301
198.999,0.225123
200.688,0.225123
202.377,0.225123
204.066,0.225123
205.755,0.225123
207.444,0.225123
209.133,0.225123
210.822,0.225123
212.511,0.225123
214.2,0.225946
215.889,0.225946
217.578,0.226769
219.267,0.226769
220.956,0.226769
222.645,0.226769
224.334,0.226769
226.023,0.226769
227.712,0.226769
229.401,0.226769
231.09,0.226769
232.779,0.227591
234.468,0.227591
236.157,0.228414
237.846,0.228414
239.535,0.228414
241.224,0.228414
242.913,0.228414
244.602,0.228414
246.291,0.228414
247.98,0.228414
249.669,0.228414
251.358,0.228414
253.047,0.229236
254.736,0.230059
256.425,0.230059
258.114,0.230059
259.803,0.230059
261.492,0.230059
263.181,0.230059
264.87,0.230059
266.559,0.230059
268.248,0.230059
269.937,0.231704
271.626,0.231704
273.315,0.231704
275.003,0.231704
276.692,0.231704
278.381,0.231704
280.07,0.231704
281.759,0.231704
283.448,0.231704
285.137,0.232526
286.826,0.233349
288.515,0.233349
290.204,0.233349
291.893,0.233349
293.582,0.233349
295.271,0.233349
296.96,0.233349
298.649,0.233349
300.338,0.234171
302.027,0.234171
303.716,0.234994
305.405,0.234994
307.094,0.234994
308.783,0.234994
310.472,0.234994
312.161,0.235816
313.85,0.235816
315.539,0.236639
317.228,0.236639
318.917,0.236639
320.606,0.236639
322.295,0.236639
323.984,0.236639
325.673,0.237461
327.362,0.238284
329.051,0.238284
330.74,0.238284
332.429,0.238284
334.118,0.238284
335.807,0.238284
337.496,0.239106
339.185,0.239106
340.874,0.239929
342.563,0.239929
344.252,0.239929
345.941,0.239929
347.63,0.239929
349.319,0.240752
351.008,0.240752
352.697,0.241574
354.386,0.241574
356.075,0.241574
357.764,0.241574
359.453,0.241574
361.142,0.242397
362.831,0.243219
364.52,0.243219
366.209,0.243219
367.898,0.243219
369.587,0.243219
371.276,0.243219
372.965,0.244042
374.654,0.244864
376.343,0.244864
378.032,0.244864
379.721,0.244864
381.41,0.244864
383.099,0.244864
384.788,0.245687
386.477,0.246509
388.166,0.246509
389.855,0.246509
391.544,0.246509
393.233,0.246509
394.922,0.247332
396.611,0.247332
398.3,0.248154
399.989,0.248154
401.678,0.248154
403.367,0.248154
405.056,0.248977
406.745,0.249799
408.434,0.249799
410.123,0.249799
411.812,0.249799
413.501,0.250622
415.189,0.250622
416.878,0.251444
418.567,0.251444
420.256,0.251444
421.945,0.251444
423.634,0.252267
425.323,0.253089
427.012,0.253089
428.701,0.253089
430.39,0.253089
