flow_bpd,eff
22.8754,0.0178791
34.3132,0.0826738
45.7509,0.341852
57.1886,0.601031
68.6263,0.795415
80.0641,0.989799
91.5018,1.18418
102.939,1.44336
114.377,1.70254
125.815,1.83213
137.253,2.09131
148.69,2.28569
160.128,2.54487
171.566,2.80405
183.004,2.93364
194.441,3.19282
205.879,3.452
217.317,3.64638
228.754,3.84076
240.192,4.03515
251.63,4.29433
263.068,4.55351
274.505,4.6831
285.943,4.94227
297.381,5.13666
308.818,5.39584
320.256,5.59022
331.694,5.7846
343.132,6.04378
354.569,6.17337
366.007,6.43255
377.445,6.62694
388.883,6.82132
400.32,7.0805
411.758,7.21009
423.196,7.46927
434.633,7.66365
446.071,7.85803
457.509,8.05242
468.947,8.2468
480.384,8.44119
491.822,8.63557
503.26,8.82995
514.697,9.02434
526.135,9.21872
537.573,9.41311
549.011,9.60749
560.448,9.80187
571.886,9.99626
583.324,10.1906
594.762,10.385
606.199,10.5794
617.637,10.7738
629.075,10.9682
640.512,11.1626
651.95,11.3569
663.388,11.5513
674.826,11.6809
686.263,11.8753
697.701,11.8753
709.139,12.2641
720.576,12.4585
732.014,12.6528
743.452,12.8472
754.89,13.0416
766.327,13.236
777.765,13.4304
789.203,13.56
800.641,13.7543
812.078,13.9487
823.516,14.1431
834.954,14.3375
846.391,14.4671
857.829,14.7263
869.267,14.8559
880.705,15.0502
892.142,15.2446
903.58,15.3742
915.018,15.5038
926.455,15.5686
937.893,15.6982
949.331,16.1518
960.769,16.2813
972.206,16.4757
983.644,16.6701
995.082,16.7997
1006.52,17.0589
1017.96,17.1885
1029.39,17.3828
1040.83,17.5124
1052.27,17.7068
1063.71,17.9012
1075.15,18.0308
1086.58,18.29
1098.02,18.4196
1109.46,18.5492
1120.9,18.8083
1132.33,18.9379
1143.77,19.1323
1155.21,19.2619
1166.65,19.4563
1178.09,19.6507
1189.52,19.7803
1200.96,19.9746
1212.4,20.169
1223.84,20.2986
1235.27,20.4282
1246.71,20.6874
1258.15,20.817
1269.59,20.9466
1281.02,21.1409
1292.46,21.3353
1303.9,21.5297
1315.34,21.6593
1326.78,21.7889
1338.21,22.0481
1349.65,22.1777
1361.09,22.3072
1372.53,22.5016
1383.96,22.696
1395.4,22.8256
1406.84,22.9552
1418.28,23.1496
1429.72,23.2792
1441.15,23.4735
1452.59,23.6679
1464.03,23.7975
1475.47,24.5751
1486.9,24.1215
1498.34,24.3159
1509.78,24.4455
1521.22,25.223
1532.65,25.3526
1555.53,25.7414
1566.97,25.871
1578.41,26.0005
1589.84,26.2597
1601.28,26.3893
1612.72,26.5189
1624.16,26.7133
1635.59,26.8429
1647.03,27.0373
1658.47,27.1668
1669.91,27.3612
1681.35,27.4908
1692.78,27.6204
1704.22,27.8148
1715.66,28.0092
1727.1,28.1388
1738.53,28.2684
1749.97,28.4627
1761.41,28.5923
1772.85,28.7219
1784.28,28.9811
1795.72,29.1107
1807.16,29.2403
1818.6,29.4347
1830.04,29.5642
1841.47,29.6938
1852.91,29.8882
1864.35,30.0826
1875.79,30.2122
1887.22,30.3418
1898.66,30.5362
1910.1,30.6658
1921.54,30.7953
1932.97,30.9897
1944.41,31.1841
1955.85,31.3137
1967.29,31.4433
1978.73,31.5729
1990.16,31.7673
2001.6,31.9616
2013.04,32.0264
2024.48,32.156
2035.91,32.4152
2047.35,32.6096
2058.79,32.7392
2070.23,32.8688
2081.67,32.9984
2093.1,33.2575
2104.54,33.3871
2115.98,33.5167
2127.42,33.6463
2138.85,33.7759
2150.29,33.9055
2161.73,34.1647
2173.17,34.2943
2184.6,34.5534
2196.04,34.683
2207.48,34.7478
2218.92,34.8126
2230.36,35.0718
2241.79,35.2014
2253.23,35.331
2264.67,35.4606
2276.11,35.5902
2287.54,35.7197
2298.98,35.9141
2310.42,36.1085
2321.86,36.2381
2333.3,36.3677
2344.73,36.4973
2356.17,36.6917
2367.61,36.886
2379.05,37.0156
2390.48,37.1452
2401.92,37.2748
2413.36,37.4044
2424.8,37.534
2436.23,37.7932
2447.67,37.9228
2459.11,38.0523
2470.55,38.1819
2481.99,38.3115
2493.42,38.4411
2504.86,38.6355
2516.3,38.8299
2527.74,38.9595
2539.17,39.0891
2550.61,39.2187
2562.05,39.3482
2573.49,39.5426
2584.93,39.737
2596.36,39.8666
2607.8,39.9962
2619.24,40.1258
2630.68,40.2554
2642.11,40.385
2653.55,40.6441
2664.99,40.7737
2676.43,40.9033
2687.86,41.0329
2699.3,41.1625
2710.74,41.2921
2722.18,41.4865
2733.62,41.6808
2745.05,41.8104
2756.49,41.94
2767.93,42.0696
2779.37,42.1992
2790.8,42.3288
2802.24,42.5232
2813.68,42.7176
2825.12,42.8472
2836.55,42.9767
2847.99,43.1063
2859.43,43.2359
2870.87,43.3655
2882.31,43.4951
2893.74,43.7543
2905.18,43.8839
2916.62,44.0135
2928.06,44.143
2939.49,44.2726
2950.93,44.4022
2962.37,44.5318
2973.81,44.6614
2985.25,45.115
2996.68,45.3094
3008.12,45.4389
3019.56,45.4389
3031,45.4389
3042.43,45.5685
3053.87,45.6981
3065.31,45.8277
3076.75,45.9573
3088.18,46.1517
3099.62,46.2813
3111.06,46.4109
3122.5,46.6052
3133.94,46.7348
3145.37,46.8644
3156.81,46.994
3168.25,47.1236
3179.69,47.2532
3191.12,47.3828
3202.56,47.5124
3214,47.642
3225.44,47.7715
3236.88,47.9659
