flow_bpd,head
0.0580326,24.0265
0.627295,24.0265
1.19656,23.986
1.76582,23.986
2.33508,23.986
2.90434,23.9455
3.47361,23.9455
4.04287,23.9455
4.61213,23.9455
5.18139,23.9455
5.75066,23.9455
6.31992,23.9455
6.88918,23.9455
7.45844,23.9455
8.0277,23.905
8.59697,23.905
9.16623,23.905
9.73549,23.905
10.3048,23.8645
10.874,23.8645
11.4433,23.8645
12.0125,23.8645
12.5818,23.8645
13.1511,23.8645
13.7203,23.8645
14.2896,23.8645
14.8589,23.8645
15.4281,23.8645
15.9974,23.8645
16.5666,23.8645
17.1359,23.8645
17.7052,23.824
18.2744,23.824
18.8437,23.824
19.413,23.824
19.9822,23.824
20.5515,23.824
21.1207,23.7835
21.69,23.7835
22.2593,23.7835
22.8285,23.7835
23.3978,23.7835
23.967,23.7835
24.5363,23.7835
25.1056,23.7835
25.6748,23.7835
26.2441,23.7835
26.8134,23.7835
27.3826,23.7835
27.9519,23.7835
28.5211,23.7835
29.0904,23.7835
29.6597,23.7835
30.2289,23.7835
30.7982,23.7835
31.3675,23.7835
31.9367,23.7835
32.506,23.7835
33.0752,23.7429
33.6445,23.7429
34.2138,23.7429
34.783,23.7429
35.3523,23.7429
35.9216,23.7429
36.4908,23.7429
37.0601,23.7429
37.6293,23.7429
38.1986,23.7429
38.7679,23.7024
39.3371,23.7024
39.9064,23.7024
40.4757,23.7024
41.0449,23.7024
41.6142,23.7024
42.1834,23.7024
42.7527,23.7024
43.322,23.7024
43.8912,23.7024
44.4605,23.7024
45.0298,23.7024
45.599,23.7024
46.1683,23.7024
46.7375,23.7024
47.3068,23.7024
47.8761,23.7024
48.4453,23.7024
49.0146,23.7024
49.5839,23.824
50.1531,23.824
50.7224,23.7835
51.2916,23.7429
51.8609,23.7024
52.4302,23.7024
52.9994,23.7024
53.5687,23.7024
54.138,23.7024
54.7072,23.7024
55.2765,23.7024
55.8457,23.7024
56.415,23.7024
56.9843,23.7024
57.5535,23.7024
58.1228,23.7024
58.6921,23.7024
59.2613,23.7024
59.8306,23.7024
60.3998,23.7024
60.9691,23.7024
61.5384,23.7024
62.1076,23.7024
62.6769,23.7024
63.2461,23.7024
63.8154,23.7024
64.3847,23.7024
64.9539,23.7024
65.5232,23.7024
66.0925,23.7024
66.6617,23.7024
67.231,23.7024
67.8002,23.7024
68.3695,23.7024
68.9388,23.7024
69.508,23.7024
70.0773,23.7024
70.6466,23.7024
71.2158,23.7024
71.7851,23.7024
72.3543,23.7024
72.9236,23.7024
73.4929,23.7024
74.0621,23.7024
74.6314,23.7429
75.2007,23.7429
75.7699,23.7429
76.3392,23.7429
76.9084,23.7429
77.4777,23.7429
78.047,23.7429
78.6162,23.7429
79.1855,23.7429
79.7548,23.7429
80.324,23.7429
80.8933,23.7429
81.4625,23.7429
82.0318,23.7024
82.6011,23.7024
83.1703,23.7024
83.7396,23.7024
84.3089,23.7024
84.8781,23.7024
85.4474,23.7024
86.0166,23.7024
86.5859,23.7024
87.1552,23.7024
87.7244,23.7024
88.2937,23.7024
88.863,23.7024
89.4322,23.7024
90.0015,23.7024
90.5707,23.7024
91.14,23.7024
91.7093,23.7024
92.2785,23.7024
92.8478,23.7024
93.4171,23.7024
93.9863,23.7024
94.5556,23.7024
95.1248,23.7024
95.6941,23.7024
96.2634,23.7024
96.8326,23.7024
97.4019,23.7024
97.9712,23.7024
98.5404,23.7024
99.1097,23.7024
99.6789,23.7024
100.248,23.7429
100.817,23.7835
103.664,23.5809
104.233,23.6619
104.802,23.6619
