date,manufacturer,model,base_frequency_hz,eff_max_resid_pct_span,eff_n,eff_r2,flags,head_max_resid_pct_span,head_n,head_r2,hydraulic_check_max_diff_pts,power_max_resid_pct_span,power_n,power_r2,status,workdir
2026-09-21,REDA,AN1200,50,0.9565506784021274,606,0.999729050187192,,0.4375707992205467,616,0.999888326547585,0.1491608780572662,0.230822815988097,615,0.9890966662224736,ok,/home/claude/work/runs/reda_AN1200
2026-09-21,Centrilift,DC550,60,1.2121001227111503,716,0.99986123442211,,0.43682505835800184,704,0.9999891401384993,2.042682051028777,0.29776165637021385,680,0.999847868967842,ok,/home/claude/work/runs/weatherford_DC550
2026-09-21,Baker Hughes,FLEX6,60,2.624356333747942,777,0.9995720195143338,"eff: max residual 2.62% of axis span; eff: degree 6 would meet the residual limit (0.95% of span) -- extraction looks clean, 5th-degree form is limiting",0.21505219479999588,772,0.9999951392531552,0.5448936526113712,0.2979856684579092,790,0.9949432434439369,review,/home/claude/work/runs/baker_FLEX6
2026-09-21,REDA,AN1200,50,0.9565506784021274,606,0.999729050187192,,0.4375707992205467,616,0.999888326547585,0.1491608780572662,0.230822815988097,615,0.9890966662224736,ok,/home/claude/work/runs/reda_AN1200
2026-09-21,REDA,SN2600,60,3.141349157052347,660,0.9991102272349929,"eff: rmse 0.80% of axis span; eff: max residual 3.14% of axis span; eff: degree 6 would meet the residual limit (0.37% of span) -- extraction looks clean, 5th-degree form is limiting",1.4505108231186987,664,0.999694693233712,0.5245325290595559,0.3129781563897069,663,0.9997349838897505,review,/home/claude/work/runs/reda_SN2600
2026-09-21,Centrilift,DC550,60,1.2121001227111503,716,0.99986123442211,,0.43682505835800184,704,0.9999891401384993,2.042682051028777,0.29776165637021385,680,0.999847868967842,ok,/home/claude/work/runs/weatherford_DC550
2026-09-21,REDA,AN1200,50,0.9565506784021274,606,0.999729050187192,,0.4375707992205467,616,0.999888326547585,0.1491608780572662,0.230822815988097,615,0.9890966662224736,ok,/home/claude/work/runs/reda_AN1200
