flow_bpd,eff
4.20761,0.583548
11.1393,0.742893
18.0709,1.22093
25.0025,1.69896
31.9342,2.09732
38.8658,2.57536
45.7975,3.05339
52.7291,3.45175
59.6608,3.85011
66.5924,4.32815
73.524,4.72651
80.4557,5.12487
87.3873,5.6029
94.319,5.92159
101.251,6.39963
108.182,6.87766
115.114,7.19635
122.046,7.67438
128.977,7.99307
135.909,8.47111
142.84,8.7898
149.772,9.26783
156.704,9.66619
163.635,10.0646
170.567,10.3832
177.499,10.8613
184.43,11.18
191.362,11.5783
198.294,11.9767
205.225,12.3751
212.157,12.6937
219.089,13.0921
226.02,13.4905
232.952,13.8092
239.883,14.2075
246.815,14.6059
253.747,14.9246
260.678,15.3229
267.61,15.7213
274.542,16.04
281.473,16.3587
288.405,16.757
295.337,17.1554
302.268,17.4741
309.2,17.7928
316.132,18.1115
323.063,18.4301
329.995,18.9082
336.926,19.2269
343.858,19.5456
350.79,19.8643
357.721,20.1829
364.653,20.5016
371.585,20.8203
378.516,21.139
385.448,21.617
392.38,21.9357
399.311,22.2544
406.243,22.5731
413.175,22.8918
420.106,23.2105
427.038,23.5292
433.969,23.8479
440.901,24.1666
447.833,24.4852
454.764,24.8039
461.696,25.1226
468.628,25.4413
475.559,25.76
482.491,26.0787
489.423,26.3177
496.354,26.6364
503.286,26.9551
510.218,27.2738
517.149,27.5925
524.081,27.9112
531.012,28.1502
537.944,28.4689
544.876,28.7876
551.807,29.0266
558.739,29.3453
565.671,29.6639
572.602,29.9826
579.534,30.3013
586.466,30.5403
593.397,30.7794
600.329,31.098
607.261,31.4167
614.192,31.7354
621.124,31.8948
628.055,32.2135
634.987,32.5321
641.919,32.8508
648.85,33.0899
655.782,33.3289
662.714,33.6476
669.645,33.9663
676.577,34.1256
683.509,34.4443
690.44,34.763
697.372,34.9223
704.304,35.241
711.235,35.5597
718.167,35.7987
725.098,36.0377
732.03,36.3564
738.962,36.5954
745.893,36.8345
752.825,37.1531
759.757,37.3125
766.688,37.6312
773.62,37.8702
780.552,38.1092
787.483,38.3482
794.415,38.5872
801.347,38.9059
808.278,39.0653
815.21,39.384
822.141,39.623
829.073,39.862
836.005,40.101
842.936,40.34
849.868,40.5791
856.8,40.8181
863.731,41.0571
870.663,41.2961
877.595,41.5351
884.526,41.7741
891.458,42.0132
898.39,42.1725
905.321,42.4115
912.253,42.6505
919.184,42.8099
926.116,43.1286
933.048,43.2879
939.979,43.5269
946.911,43.7659
953.843,43.9253
960.774,44.244
967.706,44.4033
974.638,44.6423
981.569,44.8814
988.501,45.0407
995.433,45.2797
1002.36,45.4391
1009.3,45.6781
1016.23,45.8374
1023.16,46.0764
1030.09,46.3155
1037.02,46.4748
1043.95,46.6342
1050.89,46.8732
1057.82,47.1122
1064.75,47.2715
1071.68,47.4309
1078.61,47.5902
1085.54,47.9089
1092.48,48.0683
1099.41,48.2276
1106.34,48.3869
1113.27,48.5463
1120.2,48.7056
1127.13,49.0243
1134.07,49.1837
1141,49.343
1147.93,49.5024
1154.86,49.6617
1161.79,49.821
1168.72,49.9804
1175.66,50.1397
1182.59,50.2991
1189.52,50.5381
1196.45,50.6974
1203.38,50.8568
1210.31,51.0161
1217.25,51.1755
1224.18,51.3348
1231.11,51.4942
1238.04,51.6535
1244.97,51.8129
1251.9,51.9722
1258.84,52.1315
1265.77,52.2909
1272.7,52.4502
1279.63,52.6096
1286.56,52.7689
1293.49,52.9283
1300.42,53.0079
1307.36,53.1673
1314.29,53.3266
1321.22,53.486
1328.15,53.5656
1335.08,53.725
1342.01,53.8843
1348.95,54.0437
1355.88,54.1233
1362.81,54.2827
