sheet,page,workdir,status,flags,head_r2,head_max_resid_pct,power_r2,power_max_resid_pct,eff_r2,eff_max_resid_pct,hyd_check_pts
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-056.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-056,ok,,0.9999943078465526,0.2925898390144466,0.999963515171742,0.10882160677343228,0.9998942590245825,0.5126874711330237,0.2840193378000748
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-057.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-057,ok,,0.9999936551902221,0.591616899580684,0.9999884065150533,0.16099162942536122,0.9998662195287968,0.8835924134279981,0.24203770378094447
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-058.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-058,ok,,0.9999960227861714,0.3134645777997916,0.9999711048934214,0.11702269008130621,0.9994644066793853,1.2132531279777963,0.7014524869819745
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-059.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-059,ok,,0.9999958699892018,0.17747843279924794,0.999867042110811,0.09009312406194138,0.9998879297973641,0.6770452855469544,0.24934086950000278
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-060.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-060,ok,,0.9999960159035366,0.31083204972929374,0.9999703285900667,0.0927403131027154,0.9999788136993681,0.2705536403989057,0.1398437725659143
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-061.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-061,ok,,0.9999920616628741,0.549209716302361,0.9999745500267395,0.11615174387128381,0.9999737633476757,0.6006452474920322,0.27525994434306966
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-062.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-062,ok,,0.9999945887164825,0.35484242030763213,0.9999516332814672,0.08215510360495822,0.9998897472190221,1.1106324100880278,0.4760045960759669
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-063.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-063,ok,,0.9999948971564271,0.29289179520118513,0.9999814291052305,0.18118432666582437,0.9999645392866255,0.34866345451616176,0.14817300379645815
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-064.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-064,ok,,0.99999318898766,0.602331368560182,0.999951158436243,0.12457480156099927,0.9998798562362532,0.9565706817758077,0.5726945640404111
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-065.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-065,ok,,0.9999920641015737,0.5501797571241663,0.9999438589750584,0.08457742528843057,0.9998814653044419,0.7467537056032247,0.3105552531627751
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-066.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-066,ok,,0.9999959062592495,0.2387666225399804,0.999948358270406,0.15018396628353026,0.9999772823097026,0.5212905033222989,0.14413544009533297
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-067.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-067,ok,,0.9999937624805667,0.2604014733915952,0.999774851540092,0.09688857044792665,0.9997234171618887,1.1531964606786007,0.5609585116365423
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-068.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-068,ok,,0.999996156582184,0.24619495307364914,0.9999725897157232,0.10309849874235641,0.9999703926304546,0.3612800784502474,0.11821436458765078
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-069.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-069,ok,,0.9999897186714135,0.5662714475446732,0.9999902337883642,0.0835502037328802,0.9997168994648394,1.0667446095638085,0.48980081920910834
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-070.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-070,ok,,0.9999942360588707,0.5900252571227856,0.9998136129953007,0.16210908268400157,0.999986240373817,0.4545052363307213,0.17462461354512726
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-071.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-071,ok,,0.9999909878934418,0.6435327618231992,0.9999558811930456,0.1660015080055354,0.9999228138882537,0.9160247308489918,0.27925050673437113
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-072.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-072,ok,,0.9999965765503299,0.2083094198303143,0.999982407266159,0.12773456646443487,0.9996481129263839,0.9691439378157233,0.33457464642441437
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-073.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-073,ok,,0.9999961219920467,0.13516065436840657,0.9999665415880317,0.18628665845267564,0.9998725126279365,0.6604330765063124,0.308919475036852
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-074.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-074,needs-axes,template roles not found: ['x (bottom:0)'],,,,,,,
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-075.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-075,ok,,0.9999880909150198,0.9765531892850142,0.9999867236663842,0.08374700084642135,0.9999009667989234,0.8802093519931041,0.1761830633117185
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-076.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-076,ok,,0.9999968059944855,0.1797207548413905,0.999968826837384,0.15950027985709592,0.9999560730803957,0.38601043349028796,0.13996025210762753
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-077.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-077,ok,,0.9999967995497785,0.21185801119763745,0.9998942232380593,0.640788080385771,0.9999275785885805,0.40395034468216934,0.16063431391260963
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-078.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-078,ok,,0.9999958784031953,0.3209749514540767,0.9999826600494669,0.12753911490296235,0.9998973256211535,0.6865346741519114,0.14457162895183373
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-079.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-079,ok,,0.9999976665999639,0.26165731435210726,0.9999739736017477,0.07694273583818759,0.9999178199396188,0.2461452904522966,0.14952924476792973
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-080.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-080,ok,,0.9999961615034384,0.28071171197210854,0.9999609555764105,0.09158265451234186,0.9999531562658875,0.3866837131669471,0.1738775141888098
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-081.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-081,needs-axes,template roles not found: ['x (bottom:0)'],,,,,,,
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-082.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-082,ok,,0.9999935209451603,0.5644787249020784,0.999965311840833,0.162085619561901,0.9999855788403913,0.2608522109327595,0.17631165842686158
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-083.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-083,ok,,0.9999956832721022,0.38945456520824445,0.9999595328107366,0.2728488243104117,0.9995396913067003,1.9659765222914978,0.5755780550028788
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-084.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-084,ok,,0.9999975974111791,0.20674835081577075,0.9999517339902974,0.17561910568554162,0.9997867565423435,1.5742636016650369,0.4993988521046724
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-085.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-085,ok,,0.9999954575574367,0.27446133839189313,0.9999731364744304,0.12534705457340717,0.9999726684501987,0.5020375497508643,0.19320114990583193
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-086.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-086,review,head: gap of 15% of flow range in extracted points; eff: gap of 37% of flow range in extracted points,0.9999958533338152,0.38370029695470836,0.9999770489574096,0.11961487584271122,0.9999750631158462,0.29274349251312526,0.7932301002409332
C:/Users/Rajan/OneDrive - Accutant Solutions LLC/Accutant RC/ConsultingToolset/ESP/Dataset/Raw PumpCurveImages/BHI\BHI-087.png,1,C:\Users\Rajan\OneDrive - Accutant Solutions LLC\Accutant RC\ConsultingToolset\ESP\Dataset\Raw PumpCurveImages\runs_bhi2\BHI-087,ok,,0.999995464129936,0.4155608213056893,0.9999744486963107,0.13227703120180812,0.9999351342521354,0.46255393888719376,0.28891591803817107
