flow_bpd,power
11.4754,0.193502
13.1148,0.193502
14.7541,0.195769
37.7049,0.198037
39.3443,0.198037
40.9836,0.195769
50.8197,0.198037
52.459,0.200304
54.0984,0.200304
55.7377,0.200304
103.279,0.207107
104.918,0.207107
106.557,0.209375
168.852,0.216177
170.492,0.216177
172.131,0.21391
208.197,0.22298
209.836,0.220713
211.475,0.22298
300,0.234318
301.639,0.234318
303.279,0.227515
339.344,0.238853
340.984,0.238853
342.623,0.238853
365.574,0.243388
367.213,0.243388
368.852,0.241121
404.918,0.247923
406.557,0.247923
408.197,0.250191
431.148,0.252459
432.787,0.252459
434.426,0.252459
457.377,0.256994
459.016,0.256994
460.656,0.256994
483.607,0.261529
485.246,0.261529
486.885,0.259261
509.836,0.263796
511.475,0.266064
513.115,0.263796
654.098,0.291007
655.738,0.28874
657.377,0.291007
680.328,0.295542
681.967,0.293275
683.607,0.295542
798.361,0.313683
800,0.31595
801.639,0.31595
890.164,0.331823
891.803,0.329556
893.443,0.329556
901.639,0.331823
903.279,0.331823
904.918,0.331823
906.557,0.331823
916.393,0.336359
918.033,0.334091
919.672,0.334091
927.869,0.336359
929.508,0.336359
931.148,0.336359
932.787,0.336359
942.623,0.340894
944.262,0.338626
945.902,0.338626
954.098,0.340894
955.738,0.340894
957.377,0.340894
959.016,0.340894
968.852,0.340894
970.492,0.343161
972.131,0.343161
993.443,0.345429
995.082,0.345429
996.721,0.345429
998.361,0.347696
1008.2,0.349964
1009.84,0.347696
1011.48,0.347696
1019.67,0.349964
1021.31,0.349964
1022.95,0.349964
1024.59,0.349964
1045.9,0.354499
1047.54,0.354499
1049.18,0.354499
1050.82,0.352232
1059.02,0.354499
1060.66,0.354499
1062.3,0.354499
1063.93,0.356767
1072.13,0.354499
1073.77,0.359034
1075.41,0.356767
1077.05,0.356767
1085.25,0.359034
1086.89,0.359034
1088.52,0.359034
1090.16,0.359034
1098.36,0.359034
1100,0.359034
1101.64,0.359034
1103.28,0.361302
1111.48,0.363569
1113.11,0.363569
1114.75,0.361302
1116.39,0.361302
1124.59,0.363569
1126.23,0.363569
1127.87,0.363569
1129.51,0.363569
1137.7,0.363569
1139.34,0.363569
1140.98,0.363569
1142.62,0.365837
1150.82,0.363569
1152.46,0.365837
1154.1,0.365837
1155.74,0.365837
1163.93,0.368105
1165.57,0.368105
1167.21,0.368105
1168.85,0.365837
1177.05,0.368105
1178.69,0.368105
1180.33,0.368105
1181.97,0.370372
1190.16,0.368105
1191.8,0.368105
1193.44,0.370372
1195.08,0.370372
1203.28,0.37264
1204.92,0.37264
1206.56,0.37264
1208.2,0.370372
1216.39,0.37264
1218.03,0.37264
1219.67,0.37264
1221.31,0.370372
1229.51,0.37264
1231.15,0.37264
1232.79,0.37264
1234.43,0.374907
1242.62,0.37264
1244.26,0.374907
1245.9,0.374907
1247.54,0.374907
1255.74,0.377175
1257.38,0.377175
1259.02,0.374907
1260.66,0.374907
1268.85,0.377175
1270.49,0.377175
1272.13,0.377175
1273.77,0.374907
1281.97,0.377175
1283.61,0.377175
1285.25,0.377175
1286.89,0.377175
1295.08,0.377175
1296.72,0.377175
1298.36,0.377175
1300,0.379442
1308.2,0.377175
1309.84,0.379442
1311.48,0.379442
1313.11,0.379442
1321.31,0.38171
1322.95,0.38171
1324.59,0.38171
1326.23,0.379442
1334.43,0.38171
1336.07,0.38171
1337.7,0.38171
1339.34,0.379442
1347.54,0.38171
