flow_bpd,eff
0.768376,0.357143
7.87495,0.535714
14.9815,0.892857
22.0881,1.25
29.1947,1.60714
36.3013,2.14286
43.4078,2.67857
50.5144,3.03571
57.621,3.39286
64.7276,3.75
71.8341,4.10714
78.9407,4.46429
86.0473,5
93.1539,5.53571
100.26,5.89286
107.367,6.25
114.474,6.60714
121.58,6.96429
128.687,7.32143
135.793,7.67857
142.9,8.21429
150.006,8.57143
157.113,8.92857
164.22,9.46429
171.326,9.82143
178.433,10.1786
185.539,10.5357
192.646,10.8929
199.753,11.25
206.859,11.6071
213.966,11.9643
221.072,12.5
228.179,12.8571
235.285,13.2143
242.392,13.75
249.499,14.1071
256.605,14.4643
263.712,14.8214
270.818,15.1786
277.925,15.5357
285.031,15.8929
292.138,16.25
299.245,16.6071
306.351,16.9643
313.458,17.3214
320.564,17.6786
327.671,18.0357
334.777,18.3929
341.884,18.75
348.991,19.1071
356.097,19.4643
363.204,19.8214
370.31,20.1786
377.417,20.5357
384.524,20.8929
391.63,21.25
398.737,21.6071
405.843,21.9643
412.95,22.3214
420.056,22.6786
427.163,23.0357
434.27,23.3929
441.376,23.5714
448.483,23.9286
455.589,24.2857
462.696,24.6429
469.802,25
476.909,25.3571
484.016,25.5357
491.122,25.8929
498.229,26.25
505.335,26.6071
512.442,26.7857
519.548,27.1429
526.655,27.5
533.762,27.8571
540.868,28.0357
547.975,28.3929
555.081,28.75
562.188,29.1071
569.295,29.2857
576.401,29.6429
583.508,30
590.614,30.1786
597.721,30.5357
604.827,30.7143
611.934,31.0714
619.041,31.4286
626.147,31.7857
633.254,31.9643
640.36,32.3214
647.467,32.5
654.573,32.8571
661.68,33.2143
668.787,33.3929
675.893,33.5714
683,33.9286
690.106,34.2857
697.213,34.4643
704.32,34.6429
711.426,35
718.533,35.3571
725.639,35.5357
732.746,35.7143
739.852,36.0714
746.959,36.4286
754.066,36.6071
761.172,36.7857
768.279,37.1429
775.385,37.3214
782.492,37.5
789.598,37.8571
796.705,38.0357
803.812,38.3929
810.918,38.5714
818.025,38.9286
825.131,39.1071
832.238,39.2857
839.344,39.6429
846.451,39.8214
853.558,40
860.664,40.1786
867.771,40.3571
874.877,40.7143
881.984,41.0714
889.091,41.0714
896.197,41.4286
903.304,41.7857
910.41,41.7857
917.517,42.1429
924.623,42.1429
931.73,42.5
938.837,42.8571
945.943,42.8571
953.05,43.2143
960.156,43.3929
967.263,43.5714
974.369,43.9286
981.476,44.1071
988.583,44.2857
995.689,44.6429
1002.8,44.6429
1009.9,45
1017.01,45
1024.12,45.3571
1031.22,45.3571
1038.33,45.7143
1045.44,45.8929
1052.54,46.0714
1059.65,46.4286
1066.75,46.4286
1073.86,46.7857
1080.97,46.7857
1088.07,47.1429
1095.18,47.1429
1102.29,47.5
1109.39,47.5
1116.5,47.8571
1123.61,47.8571
1130.71,48.2143
1137.82,48.3929
1144.93,48.5714
1152.03,48.75
1159.14,48.9286
1166.25,49.1071
1173.35,49.2857
1180.46,49.4643
1187.57,49.6429
1194.67,49.8214
1201.78,50
1208.89,50.1786
1215.99,50.3571
1223.1,50.5357
1230.21,50.7143
1237.31,50.8929
1244.42,51.0714
1251.53,51.0714
1258.63,51.4286
1265.74,51.4286
1272.85,51.7857
1279.95,51.7857
1287.06,52.1429
1294.17,52.1429
1301.27,52.5
1308.38,52.5
1315.49,52.8571
1322.59,52.8571
1329.7,53.2143
1336.8,53.2143
1343.91,53.2143
1351.02,53.5714
1358.12,53.5714
1365.23,53.9286
1372.34,53.9286
1379.44,54.2857
1386.55,54.2857
1393.66,54.2857
