flow_bpd,power
9.35786,0.620703
16.1467,0.622266
22.9356,0.623828
29.7244,0.625391
36.5133,0.625391
43.3021,0.628516
50.091,0.628516
56.8798,0.630078
63.6687,0.631641
70.4575,0.633203
77.2464,0.634766
84.0352,0.636328
90.8241,0.637891
97.6129,0.637891
104.402,0.641016
111.191,0.641016
117.979,0.642578
124.768,0.644141
131.557,0.645703
138.346,0.647266
145.135,0.648828
151.924,0.650391
158.713,0.651953
165.501,0.653516
172.29,0.655078
179.079,0.656641
185.868,0.658203
192.657,0.659766
199.446,0.661328
206.235,0.662891
213.023,0.664453
219.812,0.666016
226.601,0.667578
233.39,0.669141
240.179,0.670703
246.968,0.672266
253.757,0.673828
260.545,0.675391
267.334,0.676953
274.123,0.678516
280.912,0.681641
287.701,0.681641
294.49,0.684766
301.278,0.684766
308.067,0.687891
314.856,0.687891
321.645,0.691016
328.434,0.692578
335.223,0.694141
342.012,0.695703
348.8,0.697266
355.589,0.700391
362.378,0.700391
369.167,0.703516
375.956,0.703516
382.745,0.706641
389.534,0.708203
396.322,0.709766
403.111,0.712891
409.9,0.712891
416.689,0.716016
423.478,0.716016
430.267,0.719141
437.056,0.720703
443.844,0.722266
450.633,0.725391
457.422,0.725391
464.211,0.728516
471,0.730078
477.789,0.731641
484.577,0.734766
491.366,0.734766
498.155,0.737891
504.944,0.739453
511.733,0.741016
518.522,0.744141
525.311,0.744141
532.099,0.747266
538.888,0.748828
545.677,0.750391
552.466,0.753516
559.255,0.753516
566.044,0.756641
572.833,0.759765
579.621,0.759765
586.41,0.76289
593.199,0.764453
599.988,0.766015
606.777,0.76914
613.566,0.76914
620.355,0.772265
627.143,0.77539
633.932,0.77539
640.721,0.778515
647.51,0.780078
654.299,0.78164
661.088,0.784765
667.876,0.786328
674.665,0.78789
681.454,0.791015
688.243,0.791015
695.032,0.79414
701.821,0.797265
708.61,0.797265
715.398,0.80039
722.187,0.803515
728.976,0.803515
735.765,0.80664
742.554,0.809765
749.343,0.809765
756.132,0.81289
762.92,0.816015
769.709,0.816015
776.498,0.81914
783.287,0.822265
790.076,0.822265
796.865,0.82539
803.653,0.828515
810.442,0.828515
817.231,0.83164
824.02,0.834765
830.809,0.834765
837.598,0.83789
844.387,0.841015
851.175,0.841015
857.964,0.84414
864.753,0.847265
871.542,0.847265
878.331,0.85039
885.12,0.853515
891.909,0.853515
898.697,0.85664
905.486,0.859765
912.275,0.86289
919.064,0.866015
925.853,0.86914
959.797,0.872265
966.586,0.87539
973.375,0.880078
980.164,0.88164
986.952,0.884765
993.741,0.88789
1000.53,0.88789
1007.32,0.891015
1014.11,0.89414
1020.9,0.897265
1027.69,0.897265
1034.47,0.90039
1041.26,0.903515
1048.05,0.903515
1054.84,0.90664
1061.63,0.909765
1068.42,0.909765
1075.21,0.91289
1082,0.916015
1088.79,0.91914
1095.57,0.91914
1102.36,0.922265
1109.15,0.92539
1115.94,0.92539
1122.73,0.928515
1129.52,0.93164
1136.31,0.933203
1143.1,0.934765
1149.88,0.93789
1156.67,0.941015
1163.46,0.941015
1170.25,0.94414
1177.04,0.947265
1183.83,0.947265
1190.62,0.95039
1197.41,0.953515
1204.2,0.95664
1210.98,0.95664
1217.77,0.959765
1224.56,0.96289
1231.35,0.96289
1238.14,0.966015
1244.93,0.96914
1251.72,0.96914
1258.51,0.972265
1265.3,0.97539
1272.08,0.978515
1278.87,0.978515
1285.66,0.98164
1292.45,0.984765
1299.24,0.984765
1306.03,0.98789
